track_id,popularity,explicit,name,artist_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0fea68AdmYNygeTGI4RC18,82,False,LA CANCIÓN,"J Balvin, Bad Bunny","1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X",0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,0fea68AdmYNygeTGI4RC18,242573,4
7h0d2h0fUmzbs7zeFigJPn,68,True,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,"Travis Scott, ROSALÍA, Lil Baby","0Y5tJX1MQlPlqiwlOH1tJY, 7ltDVBr6mKbRvohxheJ9h1, 5f7VJjfbwm532GiveGC0ZK",0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,7h0d2h0fUmzbs7zeFigJPn,244874,4
2TH65lNHgvLxCKXM3apjxI,80,True,Callaita,"Bad Bunny, Tainy","4q3ewBCX7sLwd24euuV69X, 0GM7qgcRCORpGnfcN2tCiB",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,2TH65lNHgvLxCKXM3apjxI,250534,4
6ocbgoVGwYJhOv1GgI9NsF,84,True,7 rings,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,178627,4
2gMXnyrvIjhVBUZwvLZDMP,83,False,Before You Go,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,2gMXnyrvIjhVBUZwvLZDMP,215107,4
6RyaV7owmVU6fzEPE17sF1,71,False,Que Tire Pa Lante,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979,6RyaV7owmVU6fzEPE17sF1,210520,4
51Fjme0JiitpyXKuyQiCDo,77,True,Lalala,"Y2K, bbno$","6USMTwO0MNDnKte5a5h0xx, 41X1TR6hrK8Q2ZCpp2EqCz",0.843,0.39,2,-7.899,1,0.0846,0.178,0,0.137,0.495,129.972,51Fjme0JiitpyXKuyQiCDo,160627,4
5stPVcRqb4qixbafP9e8lt,76,False,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow","0KPX4Ucy9dk82uj4GpKesn, 1pQWsZQehhS4wavwh7Fnxd, 37230BxxYs9ksS7OkZw3IU, 2LmcxBak1alK1bf7d1beTr, 3fZk3Gm5dN5v5yfYMQ04Bx",0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,5stPVcRqb4qixbafP9e8lt,249520,4
2pWOMNQJW3g2zmGjP0Vkb0,69,False,Whine Up,"Nicky Jam, Anuel AA","1SupJlEpv7RS2tPNRaHViT, 2R21vXR83lH98kGeO99Y66",0.817,0.665,9,-6.224,0,0.0758,0.0549,0,0.103,0.662,104.957,2pWOMNQJW3g2zmGjP0Vkb0,215460,4
6b2RcmUt1g9N9mQ3CbjX2Y,76,False,How Do You Sleep?,Sam Smith,2wY79sveU1sp5g7SokKOiI,0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,202205,5
4R8BJggjosTswLxtkw8V7P,77,False,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny","0EFisYRi20PTADoJrifHrz, 1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,4R8BJggjosTswLxtkw8V7P,309120,4
7CHi4DtfK4heMlQaudCuHK,81,False,Lose Control,"MEDUZA, Becky Hill, Goodboys","0xRXCcSX89eobfrshSVdyu, 4EPJlUEBy49EX1wuFOvtjK, 2nm38smINjms1LtczR0Cei",0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,7CHi4DtfK4heMlQaudCuHK,168387,4
2wrJq5XKLnmhRXHIAf9xBa,80,False,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","7z5WFjZAIYejWy0NI5lv4T, 1uNFoZAHBGtllmzznpCI3s",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,167693,4
7sQKy5vlPQllr0k9IjYJv3,74,False,Sigues Con El,"Dímelo Flow, Arcangel, Sech","3fZk3Gm5dN5v5yfYMQ04Bx, 4SsVbpTthjScTS7U2hmr1X, 77ziqFxp5gaInVrF2lj4ht",0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,7sQKy5vlPQllr0k9IjYJv3,226533,4
07Oz5StQ7GRoygNLaXs2pd,70,False,Good as Hell (feat. Ariana Grande) - Remix,"Lizzo, Ariana Grande","56oDRnqbIiwx4mymNEv7dS, 66CXWjxzNUsdJxJ2JdwvnR",0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.735,0.478,95.927,07Oz5StQ7GRoygNLaXs2pd,159011,4
6LcauUZjF1eXQrgqMUecHX,73,True,Ayy Macarena,Tyga,5LHRHt1k9lMyONurDHEdrp,0.816,0.629,2,-5.568,1,0.226,0.133,0,0.0692,0.714,96.493,6LcauUZjF1eXQrgqMUecHX,131607,4
3QzAOrNlsabgbMwlZt7TAY,79,True,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch","0YinUQ50QDB7ZxSCLyQ40k, 757aE44tKEUQEqRuT6GnEB",0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,3QzAOrNlsabgbMwlZt7TAY,180435,4
2dpaYNEQHiRxtZbfNsse99,82,False,Happier,"Marshmello, Bastille","64KEffDW9EtZ1y2vBYgq8T, 7EQ0qTo7fWT7DPxmxtSYEc",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,214290,4
1iSqfoUFnQwV0QW1EfUit8,77,True,Suicidal,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,0.735,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,1iSqfoUFnQwV0QW1EfUit8,222997,4
4vUmTMuQqjdnvlZmAH61Qk,77,False,South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B","6eUKZXaKkcviH0Ku9w2n3V, 4nDoRrQiYLoBzwC5BhVJzF, 4kYSro6naA4h99UJvo89HB",0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,4vUmTMuQqjdnvlZmAH61Qk,204467,4
3jbT1Y5MoPwEIpZndDDwVq,75,False,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna","0GM7qgcRCORpGnfcN2tCiB, 2R21vXR83lH98kGeO99Y66, 1i8SpTcr7yvPOmcqrbnVXY",0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,3jbT1Y5MoPwEIpZndDDwVq,270741,4
6gi6y1xwmVszDWkUqab1qw,80,True,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug","7A8S43ryYdbWpJKeHRZRcq, 0Y5tJX1MQlPlqiwlOH1tJY, 50co4Is1HCEo8bhOyUWKpn",0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,157712,4
1lOe9qE0vR9zwWQAOk6CoO,80,True,Ransom,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,1lOe9qE0vR9zwWQAOk6CoO,131240,4
6vBdBCoOhKHiYDDOcorfNo,78,True,Goodbyes (feat. Young Thug),"Post Malone, Young Thug","246dkjvS1zLTtiykXe5h60, 50co4Is1HCEo8bhOyUWKpn",0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,6vBdBCoOhKHiYDDOcorfNo,174960,4
2qG5sZ7Si6sdK74qLxedYM,75,False,Con Altura,"ROSALÍA, J Balvin, El Guincho","7ltDVBr6mKbRvohxheJ9h1, 1vyhD5VmyZ7KMfW5gqLgo5, 1oMiDFyAgmIzw9ZBQYHOJI",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,2qG5sZ7Si6sdK74qLxedYM,161627,4
7qiZfU4dY1lWllzX7mPBI3,85,False,Shape of You,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713,4
4HBvwhhYo7YiYXkUDrOHzS,66,False,Trampoline (with ZAYN),"SHAED, ZAYN","3KwmxIhSe9UTSEF37kwngR, 5ZsFI1h6hIdQRw2ti0hz81",0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4HBvwhhYo7YiYXkUDrOHzS,184280,4
2VxeLyX666F8uXCJ0dZF8B,83,False,Shallow,"Lady Gaga, Bradley Cooper","1HY2Jd0NmPuamShAr6KMms, 4VIvfOurcf0vuLRxLkGnIG",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733,4
5qmq61DAAOUaW8AUo8xKhh,66,True,Truth Hurts,Lizzo,56oDRnqbIiwx4mymNEv7dS,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,5qmq61DAAOUaW8AUo8xKhh,173325,4
0e7ipj03S05BNilyu5bRzt,83,True,rockstar (feat. 21 Savage),"Post Malone, 21 Savage","246dkjvS1zLTtiykXe5h60, 1URnnhqYAYcrqrcwql10ft",0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt,218147,4
7fa9MBXhVfQ8P8Df9OEbD8,74,True,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B","04gDigrS5kc9YWfZHwBETP, 4kYSro6naA4h99UJvo89HB",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,7fa9MBXhVfQ8P8Df9OEbD8,235545,4
7xQAfvXzm3AkraOtGPWIZg,80,True,Wow.,Post Malone,246dkjvS1zLTtiykXe5h60,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg,149547,4
4u7EnebtmKWzUH433cf5Qv,81,False,Bohemian Rhapsody - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4u7EnebtmKWzUH433cf5Qv,354320,4
1vG3YuKRYqPwTmNmYgqkpg,69,True,Liberdade Provisória - Ao Vivo,Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,0.668,0.684,1,-5.937,1,0.0527,0.627,0,0.923,0.7,108.138,1vG3YuKRYqPwTmNmYgqkpg,187986,4
43zdsphuZLzwA9k4DJhU0I,81,False,when the party's over,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,43zdsphuZLzwA9k4DJhU0I,196077,4
3e9HZxeyfWwjeyPAMmWSSQ,82,True,"thank u, next",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320,4
1DFD5Fotzgn6yYXkYsKiGs,78,False,Piece Of Your Heart,"MEDUZA, Goodboys","0xRXCcSX89eobfrshSVdyu, 2nm38smINjms1LtczR0Cei",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,1DFD5Fotzgn6yYXkYsKiGs,152913,4
0u2P5u6lvoDfwTYjAADbn4,86,False,lovely (with Khalid),"Billie Eilish, Khalid","6qqNVTkY8uBg9cP3Jd7DAH, 6LuN9FCkKOj5PcnpouEgny",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,200186,4
1ZMiCix7XSAbfAJlEZWMCp,83,False,Falling,Harry Styles,6KImCVD70vtIoJWnq6nGn3,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,1ZMiCix7XSAbfAJlEZWMCp,240133,4
3CYH422oy1cZNoo0GTG1TK,76,False,Psycho,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,0.664,0.666,8,-2.203,1,0.0446,0.193,0,0.0854,0.405,139.987,3CYH422oy1cZNoo0GTG1TK,210560,4
5w9c2J52mkdntKOmRLeM2m,78,False,Con Calma,"Daddy Yankee, Snow","4VMYDCV2IEDYJArk749S6m, 3uZFBSsMiooimnprFL9jD1",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,5w9c2J52mkdntKOmRLeM2m,193227,4
22vgEDb5hykfaTwLuskFGD,81,False,Sucker,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,181027,4
6Hj9jySrnFppAI0sEMCZpJ,82,True,Robbery,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,6Hj9jySrnFppAI0sEMCZpJ,240051,5
2W4yABdLc4Jnds67Poi5Nl,70,False,Yellow Hearts,Ant Saunders,4jpsw9CQS439N0B7SecMgf,0.866,0.438,7,-8.943,1,0.0719,0.177,0,0.0743,0.695,129.039,2W4yABdLc4Jnds67Poi5Nl,223258,4
1nocRtwyNPVtGcIJqfgdzZ,73,False,Tutu,"Camilo, Pedro Capó","28gNT5KBp7IjEOQoevXf9N, 4QVBYiagIaa6ZGSPMbybpy",0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,1nocRtwyNPVtGcIJqfgdzZ,178613,4
37zdqI4r1gswIzczSBkRon,67,False,Aventura,"Lunay, Ozuna, Anuel AA","47MpMsUfWtgyIIBEFOr4FE, 1i8SpTcr7yvPOmcqrbnVXY, 2R21vXR83lH98kGeO99Y66",0.729,0.726,5,-3.208,1,0.0422,0.223,0,0.101,0.876,92.025,37zdqI4r1gswIzczSBkRon,217130,4
0fySG6A6qLE8IvDpayb5bM,74,True,VIBEZ,DaBaby,4r63FhuTkUYltbVAg5TQnk,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,0fySG6A6qLE8IvDpayb5bM,144935,4
4jAIqgrPjKLTY9Gbez25Qb,75,False,Lights Up,Harry Styles,6KImCVD70vtIoJWnq6nGn3,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4jAIqgrPjKLTY9Gbez25Qb,172213,4
4t9a07PAghtQMRAIP9FQ7Z,68,False,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny","47MpMsUfWtgyIIBEFOr4FE, 4VMYDCV2IEDYJArk749S6m, 4q3ewBCX7sLwd24euuV69X",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,4t9a07PAghtQMRAIP9FQ7Z,266087,4
5DqdesEfbRyOlSS3Tf6c29,81,False,It's You,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,5DqdesEfbRyOlSS3Tf6c29,212607,4
5T8EDUDqKcs6OSOwEsfqG7,80,False,Don't Stop Me Now - Remastered 2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,5T8EDUDqKcs6OSOwEsfqG7,209413,4
7BlBVFwvbWvcwNcUarQmjk,73,False,"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna","7ltDVBr6mKbRvohxheJ9h1, 1i8SpTcr7yvPOmcqrbnVXY",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,7BlBVFwvbWvcwNcUarQmjk,201040,4
2rc7BkzO8qepMFAxHtOrXc,65,False,Blanco,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,2rc7BkzO8qepMFAxHtOrXc,145800,4
2xLMifQCjDGFmkHkpNLD9h,83,True,SICKO MODE,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820,4
59s0s39NFWScuHDbHytI14,70,False,Indeciso,"Reik, J Balvin, Lalo Ebratt","0vR2qb8m9WHeZ5ByCbimq2, 1vyhD5VmyZ7KMfW5gqLgo5, 1GAymyGBvB4gQy5Z5LZ1Wj",0.738,0.748,0,-4.902,1,0.0453,0.182,0,0.11,0.896,94.949,59s0s39NFWScuHDbHytI14,217253,4
5ry2OE6R2zPQFDO85XkgRb,78,True,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross","3TVXtAsR1Inumwj472S9r4, 1sBkRIssrMs1AbVkOJbc7a",0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,205427,4
